bedrooms,bathrooms,sqft,lot_size,age,location,property_type,garage,price
2,1,829,1000,50,Suburbs,Single Family,Carport,470000
2,1,850,29073,14,Suburbs,Single Family,Carport,502000
2,1,1119,1970,95,Historic,Condo,None,580000
1,1,850,1000,43,Suburbs,Condo,Carport,375000
2,1,1200,4865,75,Historic,Single Family,Carport,650000
3,1,500,2185,20,Suburbs,Townhouse,Attached,815000
4,1,1539,5683,85,Historic,Single Family,Attached,970000
4,2,2024,5651,95,Historic,Single Family,Attached,1325000
3,1,1550,3595,20,Suburbs,Single Family,Attached,890000
3,1,1550,2347,20,Suburbs,Single Family,None,900000
2,1,700,11399,55,Suburbs,Condo,Carport,266000
3,1,1550,3983,20,Suburbs,Single Family,None,830000
2,1,1225,4316,80,Historic,Single Family,Attached,888000
3,1,1550,3552,20,Suburbs,Single Family,Carport,1040000
2,1,1200,1259,20,Suburbs,Condo,Carport,490000
3,1,1098,3498,100,Historic,Single Family,Attached,935000
3,1,1550,3423,20,Suburbs,Single Family,None,975000
1,1,850,1000,20,Suburbs,Condo,Carport,185000
4,2,2045,4844,115,Historic,Single Family,Attached,2000000
3,2,1259,3143,45,Suburbs,Single Family,Attached,1245000
4,3,2465,3488,16,Suburbs,Single Family,Attached,2000000
2,1,840,1000,51,Suburbs,Condo,Carport,543000
3,1,1292,3315,120,Historic,Single Family,None,1150000
3,1,1550,2939,20,Suburbs,Single Family,None,1290000
2,1,1200,4811,20,Suburbs,Single Family,Attached,1000000
5,3,3100,5716,28,Suburbs,Single Family,Attached,2000000
4,2,1900,5931,20,Suburbs,Single Family,Attached,1412000
2,1,840,1000,55,Suburbs,Condo,Carport,465000
2,1,1200,1722,20,Suburbs,Single Family,Carport,855000
2,1,700,1000,35,Suburbs,Condo,Attached,550000
2,1,1200,1000,20,Suburbs,Condo,Carport,490000
4,3,2056,1970,19,Suburbs,Single Family,Attached,1200000
3,2,1550,1981,20,Suburbs,Single Family,Attached,1330000
4,3,1900,4844,20,Suburbs,Single Family,Attached,1500000
4,2,1900,2799,20,Suburbs,Single Family,Attached,1630000
3,1,1550,2282,20,Suburbs,Single Family,None,935000
3,1,1281,3660,85,Historic,Single Family,Attached,990000
2,1,1200,1012,20,Suburbs,Single Family,None,950000
2,1,1200,4855,20,Suburbs,Single Family,Attached,1196000
2,1,1200,1000,60,Suburbs,Single Family,Carport,470000
3,1,1550,2669,20,Suburbs,Single Family,Carport,1131500
4,2,2164,6534,120,Historic,Single Family,None,2000000
3,1,1055,2131,55,Suburbs,Single Family,None,935000
3,1,1149,4833,85,Historic,Single Family,Attached,892000
4,1,1496,4790,48,Suburbs,Single Family,Attached,985500
2,2,990,1000,40,Suburbs,Condo,Attached,650000
3,2,1550,2766,13,Suburbs,Townhouse,Attached,1070000
2,1,732,1000,50,Suburbs,Condo,Carport,397000
2,1,1200,5048,20,Suburbs,Single Family,Attached,1035000
3,2,1550,4187,20,Suburbs,Single Family,Attached,1370000
2,1,872,3272,65,Suburbs,Single Family,Attached,650000
2,1,1200,2271,20,Suburbs,Single Family,None,820000
3,2,1356,4198,45,Suburbs,Single Family,Carport,750000
2,1,1200,1000,20,Suburbs,Condo,Carport,497600
3,2,1453,3810,95,Historic,Single Family,None,970000
2,1,1195,5716,85,Historic,Single Family,Attached,1256000
3,2,1830,1636,13,Suburbs,Townhouse,None,1120000
3,3,2368,3283,18,Suburbs,Single Family,Attached,1425000
3,1,915,2034,105,Historic,Single Family,Attached,872500
4,1,1507,3531,105,Historic,Single Family,Carport,1455000
1,1,581,1000,55,Suburbs,Condo,Carport,331000
3,2,2268,3089,23,Suburbs,Single Family,Attached,950000
3,1,1055,2131,120,Downtown,Single Family,None,1000000
2,2,926,1000,12,Downtown,Condo,Carport,870000
2,1,1378,1389,120,Downtown,Single Family,None,1050000
2,1,1055,2680,85,Downtown,Single Family,Carport,1242000
3,2,1227,1000,120,Downtown,Single Family,None,1165000
3,1,1550,6394,75,Historic,Single Family,Carport,872500
3,2,1464,3283,17,Suburbs,Single Family,Attached,720000
3,1,1550,9052,20,Suburbs,Single Family,Carport,985000
3,1,2336,5253,65,Suburbs,Single Family,Carport,510000
2,1,990,1378,16,Suburbs,Condo,Carport,480000
4,2,1378,7416,74,Suburbs,Single Family,Attached,800000
2,1,947,2067,55,Suburbs,Condo,Carport,420000
3,1,1550,7502,20,Suburbs,Single Family,Attached,700000
3,2,1389,2691,12,Suburbs,Condo,Attached,580000
1,1,500,12648,55,Suburbs,Condo,Carport,200000
3,1,1507,5888,20,Suburbs,Single Family,Attached,621000
3,1,1389,1948,25,Suburbs,Condo,Carport,600000
3,1,1550,6211,20,Suburbs,Single Family,Attached,840000
5,3,2164,7804,45,Suburbs,Single Family,Attached,1480000
2,1,1200,2045,20,Suburbs,Townhouse,Attached,600000
2,1,1200,1916,16,Suburbs,Townhouse,Attached,597500
3,1,1550,7535,20,Suburbs,Single Family,Attached,1165000
3,1,1550,7804,20,Suburbs,Single Family,Attached,1295000
2,1,1200,6749,20,Waterfront,Single Family,Carport,1450000
2,1,1200,2766,20,Waterfront,Condo,Attached,925000
4,3,2626,5167,9,Waterfront,Single Family,Attached,2000000
3,2,1550,9354,20,Waterfront,Single Family,Attached,1912500
4,2,1900,7589,20,Waterfront,Single Family,Attached,2000000
3,2,1550,5899,20,Waterfront,Single Family,Carport,1380000
2,2,1200,3100,20,Waterfront,Condo,Attached,825000
3,1,1550,5748,20,Waterfront,Single Family,Carport,1670000
3,3,1916,3541,20,Waterfront,Townhouse,Carport,1680000
2,1,1679,8396,75,Historic,Single Family,Attached,1005000
3,2,1550,2303,32,Downtown,Condo,Attached,1520000
2,2,969,1000,120,Downtown,Townhouse,Carport,960000
2,2,1184,1000,25,Downtown,Condo,Carport,995000
1,1,549,1000,16,Downtown,Condo,Carport,490000
2,1,1200,43874,20,Downtown,Condo,Carport,500000
4,2,2336,7610,69,Suburbs,Single Family,Attached,1750000
5,3,2250,10775,95,Historic,Single Family,Attached,2000000
1,1,850,1000,20,Downtown,Condo,Carport,503000
2,1,1200,10161,20,Downtown,Condo,Carport,810000
4,2,1900,3509,55,Downtown,Single Family,Attached,2000000
1,1,850,19924,20,Waterfront,Condo,Carport,385000
3,2,1561,1227,30,Waterfront,Townhouse,Attached,850000
2,1,1044,1000,65,Waterfront,Condo,Carport,740000
3,2,1550,4725,113,Waterfront,Single Family,Attached,1940000
2,1,1200,1000,20,Waterfront,Condo,Carport,595000
2,1,818,1000,57,Waterfront,Condo,Carport,632500
2,1,1200,20581,55,Waterfront,Condo,Carport,687000
2,2,1345,6738,17,Waterfront,Condo,Attached,1260000
2,1,1200,9095,55,Waterfront,Condo,Carport,695000
3,1,1550,1000,20,Waterfront,Condo,Carport,950000
1,1,500,1000,66,Waterfront,Condo,None,360000
3,2,1550,2906,20,Waterfront,Single Family,Attached,1875000
2,1,1200,1000,65,Waterfront,Condo,None,642000
3,2,1485,3897,120,Waterfront,Single Family,Carport,1520000
5,2,2250,4295,115,Waterfront,Single Family,Carport,2000000
2,2,990,1000,24,Waterfront,Condo,Attached,800000
2,1,818,1000,65,Waterfront,Condo,Carport,500000
1,1,570,1000,23,Waterfront,Condo,Carport,490000
4,2,1690,5608,80,Historic,Single Family,Attached,1291000
2,2,1200,1884,20,Suburbs,Townhouse,Carport,810000
2,1,1200,1000,55,Suburbs,Condo,Carport,415500
2,2,1464,1000,35,Downtown,Townhouse,Carport,1100000
2,1,1259,50000,26,Downtown,Townhouse,Attached,1350000
2,1,1200,22841,20,Downtown,Condo,Carport,600000
2,1,1184,1410,120,Downtown,Single Family,None,1350000
3,2,1550,1000,20,Downtown,Single Family,Carport,2000000
2,1,1200,1000,25,Downtown,Townhouse,Carport,1050000
3,2,1550,7728,19,Downtown,Single Family,Attached,1326000
2,1,1200,1000,120,Downtown,Single Family,None,1200000
2,1,1200,1000,20,Downtown,Condo,Carport,681500
3,2,1808,2982,15,Suburbs,Single Family,Carport,680000
3,2,1550,6297,20,Suburbs,Single Family,Attached,741000
4,2,1830,7556,22,Suburbs,Single Family,Attached,990000
4,2,2852,7933,15,Suburbs,Single Family,Attached,970000
3,1,1133,6781,55,Suburbs,Single Family,Attached,485000
4,1,1900,6501,20,Suburbs,Single Family,Attached,618000
3,1,1550,4639,20,Suburbs,Condo,Attached,616000
3,2,1615,6997,45,Suburbs,Single Family,Attached,773000
1,1,850,27782,20,Downtown,Condo,Carport,355000
1,1,500,1000,25,Downtown,Townhouse,Carport,425000
2,2,753,27900,13,Downtown,Condo,Carport,535000
2,1,926,1000,25,Downtown,Condo,Carport,500000
2,1,786,1000,14,Downtown,Condo,Carport,525000
2,1,1200,1668,20,Downtown,Single Family,None,1110000
3,1,1087,1055,28,Downtown,Townhouse,Carport,917500
2,2,1200,22981,13,Downtown,Condo,Carport,730000
2,1,1200,1216,20,Downtown,Townhouse,None,811000
3,2,1550,1938,20,Downtown,Single Family,Carport,1190000
2,1,1200,1981,20,Downtown,Single Family,None,903000
3,1,1345,1000,22,Downtown,Single Family,Carport,902500
4,2,1900,3326,20,Downtown,Single Family,Carport,1817000
2,1,1200,1000,50,Downtown,Condo,Carport,528000
2,1,1200,1711,20,Downtown,Single Family,None,1000000
1,1,850,27900,20,Downtown,Condo,Carport,380000
4,2,1900,3326,20,Downtown,Single Family,Carport,1817000
3,1,1550,1206,20,Waterfront,Single Family,None,1420000
2,1,1200,1152,120,Waterfront,Single Family,Carport,1335000
2,1,861,1421,120,Waterfront,Single Family,None,1300000
4,3,1900,1722,20,Waterfront,Single Family,Attached,2000000
3,1,1550,1539,20,Waterfront,Single Family,None,1630000
3,2,1572,1593,120,Waterfront,Single Family,Carport,2000000
2,1,1200,6383,20,Waterfront,Single Family,Carport,1035000
3,1,1550,7406,69,Waterfront,Single Family,Attached,1321000
2,1,1087,1927,24,Waterfront,Townhouse,Carport,742500
3,1,1119,6469,55,Waterfront,Single Family,Attached,860000
3,2,2637,2476,120,Downtown,Single Family,Carport,2000000
3,1,1023,2131,57,Downtown,Single Family,Carport,1485000
2,1,700,1000,120,Downtown,Single Family,None,940000
3,1,1421,6351,65,Waterfront,Single Family,Carport,770000
3,1,1550,6684,75,Historic,Single Family,Attached,985100
4,2,1733,6351,75,Historic,Single Family,Attached,1410000
3,1,1550,4230,20,Suburbs,Condo,Attached,815000
3,1,1572,7083,75,Historic,Single Family,Attached,1042500
3,2,1550,1593,20,Suburbs,Townhouse,Attached,815000
2,1,1200,1000,55,Suburbs,Condo,Carport,321000
3,1,1550,7201,20,Suburbs,Single Family,None,995000
3,1,1550,7696,20,Suburbs,Single Family,Attached,1290000
2,1,1200,1000,55,Suburbs,Condo,Carport,300000
2,1,1200,1000,20,Waterfront,Condo,Carport,505000
2,1,807,1000,27,Waterfront,Condo,Carport,595000
2,1,850,1000,30,Waterfront,Condo,Carport,580000
2,1,753,1000,31,Waterfront,Condo,Carport,580000
3,1,1550,7944,20,Suburbs,Single Family,Attached,1320000
1,1,500,1000,45,Suburbs,Condo,Carport,380000
3,1,1238,3283,120,Historic,Single Family,None,1100000
3,1,1292,2379,22,Suburbs,Condo,Carport,660000
2,1,1200,11700,20,Waterfront,Condo,Carport,867000
1,1,850,1000,20,Waterfront,Condo,Carport,552000
2,1,1130,19547,65,Waterfront,Condo,Carport,655000
3,1,1012,18062,85,Waterfront,Condo,Carport,840000
2,2,1281,6308,35,Waterfront,Condo,Attached,1010000
2,1,1200,1000,20,Waterfront,Condo,None,650000
3,2,1550,2411,75,Waterfront,Single Family,Carport,2000000
4,2,1900,8773,20,Waterfront,Single Family,Attached,2000000
2,1,1200,1000,55,Waterfront,Condo,Carport,750000
1,1,850,1000,20,Waterfront,Condo,Carport,247500
3,2,1410,1000,55,Waterfront,Townhouse,Carport,1320000
3,1,1550,50000,45,Waterfront,Condo,Attached,922500
2,1,1200,1000,20,Waterfront,Condo,Carport,760000
2,1,1200,21775,46,Suburbs,Condo,Carport,546000
3,2,1518,1572,24,Suburbs,Townhouse,Attached,670000
3,2,2680,4758,22,Suburbs,Single Family,Attached,1070000
3,1,1722,9257,75,Historic,Single Family,Carport,1575000
4,2,1900,6028,20,Suburbs,Single Family,Attached,1520000
3,2,1518,1572,24,Suburbs,Townhouse,Attached,720000
3,2,1711,5662,35,Suburbs,Single Family,Attached,1045000
2,1,850,1000,60,Waterfront,Condo,Carport,585000
2,1,1200,1000,20,Waterfront,Condo,Carport,690000
2,1,969,8331,80,Waterfront,Condo,Carport,854000
1,1,850,1722,95,Waterfront,Single Family,Carport,900000
1,1,517,1000,50,Waterfront,Condo,None,350000
3,1,1550,6394,20,Suburbs,Single Family,Carport,721500
5,2,2497,6749,65,Suburbs,Single Family,Attached,1060000
3,2,1550,5942,20,Suburbs,Single Family,Attached,984000
2,1,538,1000,65,Waterfront,Condo,Carport,450000
2,1,1200,6469,20,Waterfront,Condo,None,490000
1,1,850,1000,85,Waterfront,Condo,None,440000
3,1,1550,1000,20,Suburbs,Single Family,Carport,1406000
3,1,1550,1582,20,Suburbs,Single Family,Attached,1305000
3,1,1615,2799,64,Suburbs,Condo,Carport,488000
3,1,1550,1722,120,Downtown,Single Family,Carport,1750000
2,2,1399,1000,15,Downtown,Townhouse,Carport,1013000
3,2,1550,6997,20,Downtown,Townhouse,Carport,1171000
2,1,1200,1582,120,Downtown,Single Family,None,1053000
1,1,850,1000,12,Downtown,Condo,Carport,295000
3,1,1550,5748,20,Suburbs,Single Family,Attached,445000
2,1,549,1000,15,Suburbs,Condo,Carport,360000
3,1,1091,2357,65,Suburbs,Single Family,Attached,640000
3,1,1550,7718,75,Historic,Single Family,Attached,961000
2,1,1200,1841,120,Waterfront,Single Family,None,1535000
3,1,1528,4553,105,Historic,Single Family,None,570000
4,2,1900,8643,20,Suburbs,Single Family,Attached,2000000
3,1,1184,7233,65,Suburbs,Single Family,Attached,900000
5,3,2250,8191,20,Waterfront,Single Family,Attached,2000000
3,1,1550,8288,20,Waterfront,Single Family,Attached,1225000
3,1,1550,2196,20,Suburbs,Condo,Carport,622000
3,1,1550,6491,20,Suburbs,Single Family,Attached,825000
4,3,1900,4090,20,Waterfront,Single Family,Attached,1475000
5,1,2250,9257,20,Waterfront,Single Family,Attached,2000000
3,3,1550,2153,20,Waterfront,Townhouse,Attached,1050000
3,2,1367,2433,60,Waterfront,Single Family,Attached,1275000
3,2,1345,2013,15,Suburbs,Townhouse,Carport,640000
3,1,1550,2831,55,Suburbs,Condo,Attached,500000
4,2,1900,5963,100,Waterfront,Single Family,Attached,1221000
4,2,1900,7836,20,Waterfront,Single Family,Attached,1823000
6,3,2600,8999,20,Waterfront,Single Family,Attached,2000000
3,1,1550,8353,20,Waterfront,Single Family,Carport,1365000
3,1,1227,4316,55,Waterfront,Single Family,Carport,1045000
5,2,2024,6577,75,Waterfront,Single Family,Attached,1220000
4,2,1900,7395,20,Suburbs,Single Family,Attached,627500
3,2,1550,10419,20,Suburbs,Single Family,Attached,642000
3,1,1292,5479,25,Suburbs,Single Family,Attached,840000
3,2,2357,6943,115,Waterfront,Single Family,Attached,2000000
1,1,500,21452,25,Waterfront,Condo,Carport,380000
5,3,2250,8988,20,Waterfront,Single Family,Attached,2000000
4,3,2573,3714,24,Waterfront,Townhouse,Attached,1731000
3,2,1326,2669,15,Suburbs,Townhouse,Attached,465000
3,1,1184,6200,26,Suburbs,Single Family,None,518500
2,1,1200,1000,20,Suburbs,Condo,Carport,692000
2,1,1200,3391,20,Downtown,Single Family,None,1305000
3,1,1550,3466,20,Suburbs,Single Family,Carport,1100000
2,1,1200,1000,55,Suburbs,Single Family,Carport,573000
3,1,1550,6792,20,Suburbs,Single Family,Attached,1060000
3,1,1550,7201,20,Suburbs,Single Family,Attached,805000
3,1,1550,6275,20,Suburbs,Single Family,Carport,682000
3,2,2476,5081,20,Suburbs,Single Family,Attached,535000
4,1,1515,5769,20,Suburbs,Single Family,Carport,1088000
3,1,1550,6060,20,Suburbs,Single Family,Carport,1180000
3,2,1561,4273,18,Suburbs,Single Family,Attached,630000
2,1,818,1410,50,Waterfront,Condo,Carport,677000
2,1,1200,1000,20,Waterfront,Condo,Carport,670000
3,2,2400,2443,19,Waterfront,Townhouse,Attached,1320000
2,2,931,50000,10,Waterfront,Condo,Carport,816000
1,1,500,1000,55,Downtown,Condo,Carport,350000
2,2,1200,1000,12,Downtown,Condo,Carport,620000
3,2,1550,1625,20,Downtown,Single Family,Attached,1760000
3,2,1550,3240,20,Suburbs,Single Family,Attached,545000
2,2,1200,2422,20,Waterfront,Condo,Carport,1091500
5,2,2250,6135,20,Waterfront,Single Family,Attached,1140000
3,3,1604,1722,12,Waterfront,Townhouse,Attached,950000
2,1,1200,1000,20,Waterfront,Condo,Carport,425000
3,1,1550,6566,20,Waterfront,Single Family,Attached,1116000
3,2,1550,5791,30,Downtown,Condo,Attached,1030000
2,1,1076,3767,105,Historic,Single Family,Carport,900000
4,2,861,4984,65,Suburbs,Single Family,Attached,922000
3,1,1550,5511,20,Suburbs,Single Family,Attached,1077000
3,2,1550,3186,20,Suburbs,Single Family,Attached,805000
4,2,2540,8138,18,Suburbs,Single Family,Attached,665000
3,1,1259,7007,35,Suburbs,Single Family,Attached,515500
3,2,2427,6652,11,Suburbs,Single Family,Attached,660000
5,2,2250,6254,20,Suburbs,Single Family,Carport,572000
4,2,2422,9472,55,Suburbs,Single Family,Attached,932000
2,1,1184,3358,31,Suburbs,Single Family,Carport,570000
4,2,1900,2626,20,Suburbs,Single Family,Attached,875000
2,1,1200,1679,20,Suburbs,Condo,None,348000
3,1,1292,6566,55,Suburbs,Single Family,Carport,627000
3,1,1550,8084,20,Suburbs,Single Family,Attached,760000
2,1,657,6566,86,Historic,Single Family,None,621000
2,1,1200,2120,50,Waterfront,Condo,Carport,612000
3,2,1550,1000,20,Suburbs,Townhouse,Attached,840000
6,3,3466,11367,55,Suburbs,Single Family,Attached,1856000
7,2,4408,50000,21,Suburbs,Single Family,Attached,2000000
3,2,1927,4306,13,Suburbs,Single Family,Attached,530500
3,1,1550,9052,20,Suburbs,Single Family,None,975000
3,2,1367,9128,46,Suburbs,Single Family,None,805000
4,3,3918,5468,13,Suburbs,Single Family,Attached,940000
2,1,1173,3778,25,Suburbs,Condo,Attached,437000
5,3,2250,7621,20,Suburbs,Single Family,Attached,660000
3,2,1550,4747,20,Suburbs,Single Family,Attached,1325000
1,1,850,1000,20,Suburbs,Condo,Carport,310000
3,1,500,1905,20,Suburbs,Townhouse,Attached,864000
1,1,506,1000,55,Suburbs,Condo,Carport,291000
3,1,1227,2540,25,Suburbs,Single Family,Carport,750000
5,3,3132,6534,9,New Development,Single Family,Attached,2000000
3,2,1550,5145,20,Suburbs,Single Family,None,1550000
3,1,1550,6491,20,Suburbs,Single Family,Attached,720000
2,1,850,1981,120,Downtown,Single Family,Carport,1350000
3,2,1345,1485,120,Downtown,Single Family,Carport,1852000
2,1,1200,1496,20,Downtown,Single Family,None,1100000
1,1,500,1000,12,Suburbs,Condo,None,170000
4,1,1900,9322,55,Suburbs,Single Family,Attached,1372000
3,2,1550,3800,20,Suburbs,Townhouse,Attached,850500
3,2,1550,3961,20,Waterfront,Single Family,Carport,640000
3,2,1173,7438,65,Waterfront,Single Family,Carport,611000
3,1,1873,8460,65,Waterfront,Single Family,Attached,755000
4,2,1550,10527,45,Suburbs,Single Family,Attached,521000
3,1,1550,5856,20,Suburbs,Single Family,Attached,625000
4,2,1900,7933,20,Waterfront,Single Family,Attached,1910000
2,1,818,1000,60,Waterfront,Condo,Carport,500000
2,1,1200,1000,20,Waterfront,Condo,Carport,523000
3,1,1432,2088,14,Suburbs,Townhouse,Carport,525000
3,1,1550,6997,20,Suburbs,Single Family,Attached,847000
6,3,2600,6049,20,Suburbs,Single Family,Attached,990000
2,2,1152,2239,25,Suburbs,Condo,Carport,695000
2,1,1200,3272,20,Suburbs,Condo,Attached,500000
3,2,1550,6986,20,Suburbs,Single Family,Attached,662500
3,2,1636,50000,15,Waterfront,Condo,Attached,1210000
3,1,2196,15812,20,Waterfront,Single Family,Attached,1140000
1,1,850,9795,20,Waterfront,Condo,Carport,395000
3,1,969,11614,85,Waterfront,Condo,Carport,1000000
2,1,1200,25166,20,Waterfront,Condo,Carport,450000
4,1,1679,6846,120,Waterfront,Single Family,Attached,2000000
2,1,764,16576,60,Waterfront,Condo,Carport,450000
3,2,1686,7793,16,Suburbs,Single Family,Attached,650000
3,2,1550,4930,20,Suburbs,Single Family,Carport,790000
2,1,1200,6329,20,Suburbs,Single Family,Carport,780000
3,1,1023,6383,75,Historic,Single Family,None,726500
3,1,1550,6211,20,Suburbs,Single Family,Carport,710000
2,1,689,1130,55,Waterfront,Condo,Carport,645000
5,2,2293,6620,18,Suburbs,Single Family,Attached,650500
3,2,936,3455,20,Waterfront,Single Family,Attached,750000
4,1,1948,7449,65,Suburbs,Single Family,Carport,650000
2,1,958,1776,30,Suburbs,Townhouse,Carport,390000
3,2,1550,8245,20,Suburbs,Single Family,Attached,810000
3,2,1938,8062,46,Suburbs,Single Family,Attached,735000
2,2,667,1000,11,Suburbs,Townhouse,Attached,520000
4,2,1900,7847,38,Suburbs,Single Family,Carport,640000
3,2,1292,1000,26,Downtown,Townhouse,Attached,967000
2,1,1200,1432,20,Downtown,Single Family,None,850000
1,1,850,1528,20,Downtown,Townhouse,None,500000
2,1,753,1000,14,Downtown,Condo,Carport,535000
2,1,1200,9698,20,Waterfront,Single Family,Attached,758000
2,1,775,10882,55,Waterfront,Condo,Carport,862000
4,2,1900,6200,20,Suburbs,Single Family,Attached,965000
4,1,1830,7319,55,Suburbs,Single Family,Attached,761000
3,1,1550,6135,20,Suburbs,Single Family,Attached,520000
3,1,1206,5726,50,Suburbs,Single Family,Carport,530000
3,1,1550,3025,20,Suburbs,Single Family,None,1020000
1,1,850,1000,20,Suburbs,Condo,Carport,210000
4,2,2207,5856,17,Suburbs,Single Family,Attached,750000
3,1,1550,5769,20,Suburbs,Single Family,Attached,635000
2,1,1200,1539,20,Suburbs,Condo,Carport,410000
5,2,2250,8073,20,Suburbs,Single Family,Attached,675000
5,2,2250,7804,20,Suburbs,Single Family,Attached,880000
1,1,592,41183,16,Suburbs,Condo,Carport,280000
2,1,1200,1356,20,Suburbs,Townhouse,Carport,520000
3,2,1647,2820,21,Suburbs,Townhouse,Attached,895000
3,1,1550,6749,20,Waterfront,Single Family,Attached,2000000
3,2,1550,6060,20,Downtown,Single Family,Carport,1050000
4,2,2153,5888,39,Suburbs,Single Family,Carport,320000
3,1,1076,9688,45,Suburbs,Single Family,Attached,480000
4,2,2379,5511,13,Suburbs,Single Family,Attached,670000
4,2,1900,5188,20,Suburbs,Single Family,Attached,520500
2,1,947,2594,25,Suburbs,Condo,Carport,460000
3,1,1550,6028,20,Suburbs,Single Family,Carport,610000
3,1,1485,6544,50,Suburbs,Single Family,Attached,950000
3,2,1572,2831,9,New Development,Townhouse,Carport,970000
5,2,2250,8816,20,Suburbs,Single Family,Attached,2000000
4,2,1900,7836,20,Suburbs,Single Family,Attached,2000000
3,2,1378,4112,55,Suburbs,Single Family,Attached,655000
3,1,1550,13832,20,Suburbs,Single Family,Carport,960000
4,2,1900,4639,120,Historic,Single Family,Attached,1810000
2,1,1200,2895,20,Suburbs,Single Family,Carport,1020000
2,1,1200,4844,20,Suburbs,Single Family,Carport,1250000
3,2,1550,6997,20,Waterfront,Single Family,Attached,1175000
4,3,1900,6867,20,Waterfront,Single Family,Attached,800000
4,2,1900,9612,20,Waterfront,Single Family,Attached,1225000
3,2,1539,4327,65,Suburbs,Single Family,Attached,1205000
4,2,1900,7976,20,Suburbs,Single Family,Attached,1720000
5,3,2250,7836,20,Suburbs,Single Family,Attached,1600000
3,1,1550,4801,20,Suburbs,Single Family,Carport,944000
3,1,1798,8686,55,Suburbs,Single Family,Attached,1385000
3,1,1948,11065,60,Suburbs,Single Family,Attached,2000000
3,1,1550,11216,20,Suburbs,Single Family,Attached,650000
3,2,1550,7868,53,Suburbs,Single Family,Attached,655000
2,1,1302,1292,14,Suburbs,Single Family,Attached,710000
3,1,1550,8159,20,Suburbs,Single Family,Attached,1330000
2,1,1200,49116,20,Downtown,Condo,None,550000
2,1,500,1000,20,Downtown,Single Family,None,962000
2,1,1200,1000,20,Downtown,Townhouse,None,936000
4,2,1900,3369,20,Suburbs,Single Family,Attached,1900000
3,1,1550,5457,20,Suburbs,Single Family,None,1605000
3,1,1550,3940,20,Suburbs,Single Family,Carport,1415000
2,1,1200,1000,20,Suburbs,Condo,Carport,390000
4,2,1464,6415,50,Suburbs,Single Family,Attached,1100000
3,1,1550,7944,71,Suburbs,Single Family,None,926000
2,1,1206,1959,10,New Development,Townhouse,Carport,610000
5,3,2250,8331,20,Waterfront,Single Family,Attached,1525000
6,4,2600,11442,20,Waterfront,Single Family,Attached,1900000
1,1,549,10828,15,Waterfront,Condo,Carport,454000
2,1,947,1000,55,Waterfront,Condo,Carport,562000
3,2,1335,3208,30,Waterfront,Townhouse,Attached,1000000
3,2,1550,4790,28,Waterfront,Single Family,Attached,820000
3,1,1550,7040,20,Suburbs,Single Family,Attached,870000
3,1,1550,3089,20,Suburbs,Single Family,Attached,800000
5,3,2831,7330,65,Suburbs,Single Family,Attached,1501000
3,1,1550,10290,20,Suburbs,Single Family,Attached,1663000
4,2,1378,5974,75,Historic,Single Family,Attached,780000
5,2,2450,6146,14,Suburbs,Single Family,Attached,660000
3,2,1550,1000,20,Waterfront,Condo,Attached,1631000
3,3,1550,1302,20,Waterfront,Single Family,Attached,1665000
4,3,2260,2260,15,Waterfront,Single Family,Attached,2000000
1,1,850,1000,20,Waterfront,Condo,None,399000
2,1,1200,1000,20,Waterfront,Condo,Carport,1240000
3,1,1292,6609,65,Suburbs,Single Family,Attached,840000
2,1,1200,2131,20,Suburbs,Single Family,Carport,560000
4,1,1900,8999,20,Suburbs,Single Family,Attached,900000
4,2,1900,7535,20,Suburbs,Single Family,Attached,902000
3,2,1550,5780,20,Suburbs,Single Family,Attached,825000
2,2,1126,1485,11,Suburbs,Townhouse,Carport,668500
2,1,1200,1604,20,Downtown,Single Family,Carport,1165000
2,2,1324,1938,85,Downtown,Condo,Attached,890500
2,2,1200,1755,20,Downtown,Single Family,Carport,1442000
2,1,1200,2336,40,Suburbs,Condo,Attached,560000
2,1,1200,6555,20,Suburbs,Single Family,None,340000
5,2,2336,7890,39,Suburbs,Single Family,Attached,870000
2,1,721,1000,55,Waterfront,Condo,Carport,643500
3,2,1367,2842,23,Waterfront,Condo,Attached,572000
2,1,1200,1119,20,Suburbs,Single Family,Carport,750000
2,1,980,1636,115,Historic,Single Family,Carport,850000
4,2,1900,6792,20,Waterfront,Single Family,Attached,640000
4,2,2390,5436,16,Suburbs,Single Family,Attached,600000
3,1,1550,2325,20,Suburbs,Condo,Carport,386000
2,2,1200,1000,25,Waterfront,Condo,Attached,857000
2,1,1200,1507,20,Waterfront,Single Family,None,1160000
3,2,1292,1000,20,Waterfront,Condo,Carport,1235000
3,1,1066,6706,75,Historic,Single Family,Attached,752500
3,1,1184,6609,50,Suburbs,Single Family,Attached,565000
3,1,1841,6060,36,Suburbs,Single Family,Attached,610000
1,1,500,1000,20,Waterfront,Condo,Carport,350000
2,1,646,1000,55,Waterfront,Condo,Carport,525000
1,1,797,10549,105,Waterfront,Condo,None,517500
2,1,527,9483,32,Waterfront,Condo,Carport,365000
2,1,1200,1000,20,Waterfront,Condo,Carport,460000
2,1,1200,1981,35,Suburbs,Single Family,Carport,646000
4,2,2379,6598,14,Suburbs,Single Family,Attached,580000
3,1,1087,5016,40,Suburbs,Single Family,Attached,420000
3,3,1550,9171,65,Suburbs,Single Family,Carport,650000
3,2,1550,1905,20,Suburbs,Townhouse,Carport,525000
